epoch,train_loss,val_loss,val_acc,precision,recall,f1,specificity,balanced_acc,roc_auc
1,0.591002116263923,0.5226334181882567,0.712,0.745119305856833,0.6925403225806451,0.7178683385579937,0.7338618346545867,0.713201078617616,0.7999225970847185
2,0.5071840983326152,0.462780405151642,0.7546666666666667,0.7878787878787878,0.7338709677419355,0.7599164926931107,0.7780294450736127,0.7559502064077741,0.8454373378876996
3,0.4445836329359119,0.4195338639162354,0.7813333333333333,0.8247767857142857,0.7449596774193549,0.7828389830508474,0.8221970554926388,0.7835783664559968,0.8730557940306142
4,0.40416878335556744,0.3958828397474046,0.8,0.8668252080856124,0.7348790322580645,0.795417348608838,0.8731596828992072,0.8040193575786359,0.8909395206955758
5,0.37201914948932197,0.37132846551426385,0.8218666666666666,0.8583877995642701,0.7943548387096774,0.8251308900523561,0.8527746319365799,0.8235647353231286,0.9049839257662661
6,0.35480774206630256,0.3615178970967309,0.8256,0.8618063112078346,0.7983870967741935,0.8288854003139717,0.8561721404303511,0.8272796186022723,0.9119056643407738
7,0.335692221204103,0.3510114598577305,0.8389333333333333,0.860125260960334,0.8306451612903226,0.8451282051282051,0.8482446206115515,0.8394448909509371,0.9184883370474556
8,0.3164531953506551,0.3399535860803168,0.832,0.8707557502738226,0.8014112903225806,0.8346456692913385,0.8663646659116648,0.8338879781171227,0.9231964435757863
9,0.30513299256563187,0.3402361095709316,0.8384,0.9076923076923077,0.7731854838709677,0.8350571584104518,0.9116647791619479,0.8424251315164578,0.9318135114894239
10,0.2913296401374421,0.3224171151296567,0.84,0.8657505285412262,0.8256048387096774,0.8452012383900929,0.8561721404303511,0.8408884895700142,0.9331731998684835
11,0.27911377862348397,0.31017912494934213,0.8506666666666667,0.8771186440677966,0.8346774193548387,0.8553719008264463,0.8686296715741789,0.8516535454645089,0.9366449146969641
12,0.2753344279855995,0.31204406942351387,0.8464,0.8919821826280624,0.8074596774193549,0.8476190476190476,0.8901472253680635,0.8488034513937092,0.9390960070142109
13,0.25922241276603636,0.3310613457302926,0.8442666666666667,0.9069767441860465,0.7862903225806451,0.8423326133909287,0.9093997734994338,0.8478450480400395,0.9381016421291053
14,0.2491533348368386,0.30635445463960453,0.8650666666666667,0.8813209494324046,0.8608870967741935,0.8709841917389087,0.869762174405436,0.8653246355898148,0.9443338326087751
15,0.2532534254556995,0.3234308992149466,0.8538666666666667,0.8988888888888888,0.8155241935483871,0.8551797040169133,0.8969422423556059,0.8562332179519965,0.9410390713476783
